ID	Symbol	Description
LOCMI09296	LOCMI09296	PREDICTED: probable GDP-fucose transporter-like
LOCMI09297	LOCMI09297	Q967S8_SCHGR Laminin beta chain (Fragment)
LOCMI09300	LOCMI09300	Q16EK3_AEDAE N6-adenosine-methyltransferase ime4
LOCMI09302	LOCMI09302	tRNA (cytosine-5-)-methyltransferase
LOCMI09303	LOCMI09303	myosin XV, putative
LOCMI09304	LOCMI09304	PREDICTED: E3 ubiquitin-protein ligase RNF14-like
LOCMI09307	LOCMI09307	PREDICTED: gamma-tubulin complex component 4
LOCMI09308	LOCMI09308	Q7PXH4_ANOGA AGAP001404-PA
LOCMI09312	LOCMI09312	B0WME8_CULQU Putative uncharacterized protein
LOCMI09313	LOCMI09313	PREDICTED: peptide transporter family 1-like
LOCMI09314	LOCMI09314	negative cofactor 2 transcriptional co-repressor, putative
LOCMI09315	LOCMI09315	A7S8H7_NEMVE Predicted protein (Fragment)
LOCMI09316	LOCMI09316	ribosomal protein S8
LOCMI09317	LOCMI09317	B5STC7_ANOGA Serpin 19
LOCMI09320	LOCMI09320	long-wave-sensitive opsin
LOCMI09321	LOCMI09321	RecName: Full=Opsin-1 emb|CAA56377.1| locus opsin 1
LOCMI09322	LOCMI09322	B3RPF6_TRIAD Putative uncharacterized protein
LOCMI09323	LOCMI09323	GI13078
LOCMI09325	LOCMI09325	ankyrin repeat protein
LOCMI09326	LOCMI09326	B4L5E7_DROMO GI21532
LOCMI09327	LOCMI09327	PREDICTED: phosphoethanolamine/phosphocholine phosphatase-like
LOCMI09334	LOCMI09334	Q0IFF6_AEDAE Harmonin, putative
LOCMI09337	LOCMI09337	heat shock protein 20.7
LOCMI09338	LOCMI09338	Uncharacterized protein
LOCMI09339	LOCMI09339	Q16FP7_AEDAE Cramped protein
LOCMI09340	LOCMI09340	beta-glucosidase
LOCMI09341	LOCMI09341	GABA neurotransmitter transporter-1A
LOCMI09346	LOCMI09346	Q7SY22_DANRE Forkhead box L1
LOCMI09349	LOCMI09349	groucho-like protein
LOCMI09350	LOCMI09350	B7Q880_IXOSC Myosin-IX, putative
LOCMI09354	LOCMI09354	Zinc finger, C2H2-like
LOCMI09356	LOCMI09356	B7PIW3_IXOSC Putative uncharacterized protein
LOCMI09360	LOCMI09360	UBX domain-containing protein, putative
LOCMI09361	LOCMI09361	C0RWX3_BOMMO Mrg15-like protein
LOCMI09363	LOCMI09363	B7Q4V5_IXOSC Putative uncharacterized protein
LOCMI09365	LOCMI09365	Q7T0N0_XENLA MGC69144 protein
LOCMI09366	LOCMI09366	PREDICTED: similar to AGAP007119-PA
LOCMI09368	LOCMI09368	DNA-binding protein RFX7
LOCMI09376	LOCMI09376	PREDICTED: similar to paired box protein
LOCMI09378	LOCMI09378	AGAP012030-PC
LOCMI09379	LOCMI09379	E2F family member 8
LOCMI09380	LOCMI09380	PREDICTED: similar to AGAP004396-PA
LOCMI09383	LOCMI09383	F-box only protein 43
LOCMI09384	LOCMI09384	PREDICTED: mCG145114-like
LOCMI09385	LOCMI09385	Q24605_DROME Zinc finger protein
LOCMI09401	LOCMI09401	GE16937
LOCMI09402	LOCMI09402	Protein vav
LOCMI09403	LOCMI09403	putative hemomucin
LOCMI09405	LOCMI09405	PREDICTED: similar to mmr1/hsr1 GTP binding protein
LOCMI09407	LOCMI09407	Q16NG2_AEDAE Mannosidase alpha class 2a
LOCMI09414	LOCMI09414	PREDICTED: leucine-rich repeat-containing protein 20-like isoform 1
LOCMI09415	LOCMI09415	Q16SV4_AEDAE Oxysterol binding protein
LOCMI09416	LOCMI09416	C3ZFQ7_BRAFL Putative uncharacterized protein
LOCMI09417	LOCMI09417	B4KLC5_DROMO GI13215
LOCMI09418	LOCMI09418	Q16W76_AEDAE Wd-repeat protein
LOCMI09419	LOCMI09419	PREDICTED: DET1 homolog
LOCMI09420	LOCMI09420	PREDICTED: similar to CG11982 CG11982-PA isoform 2
LOCMI09421	LOCMI09421	PREDICTED: DNA replication licensing factor MCM9-like
LOCMI09422	LOCMI09422	Ras GTPase-activating protein 1
LOCMI09424	LOCMI09424	cathepsin C
LOCMI09425	LOCMI09425	B0WJ73_CULQU Lysine 6-oxidase
LOCMI09428	LOCMI09428	pyridoxine 5'-phosphate oxidase
LOCMI09429	LOCMI09429	Signal recognition particle receptor subunit beta
LOCMI09430	LOCMI09430	xanthine dehydrogenase/oxidase
LOCMI09431	LOCMI09431	GTP-binding nuclear protein RAN1, putative
LOCMI09433	LOCMI09433	B7PK44_IXOSC Putative uncharacterized protein (Fragment)
LOCMI09434	LOCMI09434	C4WUY7_ACYPI ACYPI005632 protein
LOCMI09435	LOCMI09435	PREDICTED: sulfotransferase 1C4-like
LOCMI09438	LOCMI09438	Q568N2_DANRE Zgc:110197
LOCMI09442	LOCMI09442	Protein roadkill
LOCMI09443	LOCMI09443	B0WAT0_CULQU Putative uncharacterized protein
LOCMI09448	LOCMI09448	Q17F94_AEDAE Putative uncharacterized protein
LOCMI09451	LOCMI09451	PREDICTED: zinc finger and BTB domain-containing protein 37-like isoform 1
LOCMI09452	LOCMI09452	60S ribosomal protein L38
LOCMI09455	LOCMI09455	Pheromone receptor transcription factor, putative
LOCMI09459	LOCMI09459	Q17175_BOMMO 50kDa lectin
LOCMI09460	LOCMI09460	B4QJM4_DROSI GD14929
LOCMI09461	LOCMI09461	Q16FC5_AEDAE Putative uncharacterized protein
LOCMI09462	LOCMI09462	PREDICTED: probable phosphorylase b kinase regulatory subunit beta-like
LOCMI09464	LOCMI09464	PREDICTED: similar to scabrous protein
LOCMI09467	LOCMI09467	alpha glucosidase II alpha subunit-like precursor
LOCMI09468	LOCMI09468	C3ZTI1_BRAFL Putative uncharacterized protein
LOCMI09469	LOCMI09469	E1b-55kD-associated protein, putative
LOCMI09471	LOCMI09471	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
LOCMI09472	LOCMI09472	suppressors of cytokine signaling-5, putative
LOCMI09474	LOCMI09474	High mobility group, HMG-I/HMG-Y IPR020478; AT hook-like
LOCMI09475	LOCMI09475	WD-repeat protein, putative
LOCMI09476	LOCMI09476	PREDICTED: lethal(2) giant larvae protein-like isoform 2
LOCMI09477	LOCMI09477	Q6P109_DANRE Casein kinase 1, epsilon
LOCMI09478	LOCMI09478	L-xylulose reductase
LOCMI09484	LOCMI09484	Q17N55_AEDAE Eukaryotic peptide chain release factor GTP-binding subunit (Erf2) (Tr)
LOCMI09487	LOCMI09487	Q5TW25_ANOGA AGAP011205-PA (Fragment)
LOCMI09491	LOCMI09491	C3ZIK7_BRAFL Putative uncharacterized protein
LOCMI09492	LOCMI09492	C3ZIK7_BRAFL Putative uncharacterized protein
LOCMI09494	LOCMI09494	PREDICTED: tyrosine-protein phosphatase non-receptor type 21-like
LOCMI09498	LOCMI09498	CCR4-NOT transcription complex subunit, putative
LOCMI09499	LOCMI09499	PREDICTED: similar to prophenoloxidase activating factor
LOCMI09502	LOCMI09502	PREDICTED: epidermal growth factor receptor kinase substrate 8-like protein 1-like
LOCMI09505	LOCMI09505	Homeodomain-like
LOCMI09506	LOCMI09506	Sentrin-specific protease 1
LOCMI09508	LOCMI09508	Q7PRN5_ANOGA AGAP000812-PA
LOCMI09509	LOCMI09509	sugar transporter
LOCMI09513	LOCMI09513	Q7PUK6_ANOGA AGAP001660-PA (Fragment)
LOCMI09520	LOCMI09520	Q17N48_AEDAE Putative uncharacterized protein
LOCMI09522	LOCMI09522	polyubiquitin-B
LOCMI09523	LOCMI09523	nudix hydrolase, putative
LOCMI09524	LOCMI09524	PREDICTED: sodium/potassium/calcium exchanger 4-like
LOCMI09528	LOCMI09528	PREDICTED: PHD finger and CXXC domain-containing protein CG17446-like
LOCMI09529	LOCMI09529	BESS motif
LOCMI09530	LOCMI09530	Fibroblast growth factor receptor 3
LOCMI09535	LOCMI09535	Q290B8_DROPS GA15918
LOCMI09536	LOCMI09536	PREDICTED: similar to GJ13734
LOCMI09539	LOCMI09539	ribosomal protein S30
LOCMI09540	LOCMI09540	novel KRAB box and zinc finger, C2H2 type domain containing protein
LOCMI09541	LOCMI09541	GI16863
LOCMI09542	LOCMI09542	Q5U397_DANRE Zgc:92177
LOCMI09543	LOCMI09543	Nonspecific lipid-transfer protein, putative
LOCMI09544	LOCMI09544	nitrogen fixation protein nifu, putative
LOCMI09545	LOCMI09545	PREDICTED: probable alpha-ketoglutarate-dependent dioxygenase ABH6-like
LOCMI09546	LOCMI09546	PREDICTED: THO complex subunit 7 homolog
LOCMI09547	LOCMI09547	PREDICTED: engulfment and cell motility protein 1-like
LOCMI09548	LOCMI09548	suppressor of cytokine signaling-2, putative
LOCMI09550	LOCMI09550	PREDICTED: multidrug resistance-associated protein 1-like isoform 3
LOCMI09551	LOCMI09551	fucose mutarotase
LOCMI09553	LOCMI09553	Rab geranylgeranyltransferase alpha
LOCMI09558	LOCMI09558	PREDICTED: similar to GA18260-PA, partial
LOCMI09561	LOCMI09561	arylphorin hexamerin-like protein 2
LOCMI09564	LOCMI09564	PREDICTED: 28S ribosomal protein S30, mitochondrial-like
LOCMI09590	LOCMI09590	PREDICTED: hexaprenyldihydroxybenzoate methyltransferase, mitochondrial-like
LOCMI09591	LOCMI09591	GH22644
LOCMI09593	LOCMI09593	PREDICTED: F-box/WD repeat-containing protein 7-like isoform 2
LOCMI09594	LOCMI09594	Microsomal triglyceride transfer protein large subunit precursor, putative
LOCMI09596	LOCMI09596	Q4PMB2_IXOSC ADP/ATP translocase
LOCMI09599	LOCMI09599	O77168_APIME Pipsqueak
LOCMI09600	LOCMI09600	B0X7C1_CULQU Lola
LOCMI09605	LOCMI09605	putative ribosomal protein 49
LOCMI09607	LOCMI09607	Zinc finger protein 106
LOCMI09610	LOCMI09610	B0WYC8_CULQU Putative uncharacterized protein
LOCMI09615	LOCMI09615	C3YZV6_BRAFL Putative uncharacterized protein
LOCMI09616	LOCMI09616	PREDICTED: similar to Apaf-1, partial
LOCMI09617	LOCMI09617	PREDICTED: zinc finger protein 62 homolog
LOCMI09618	LOCMI09618	Q9UB28_CAEEL Lethal protein 805, isoform b
LOCMI09620	LOCMI09620	B7Q7M9_IXOSC Putative uncharacterized protein (Fragment)
LOCMI09621	LOCMI09621	Q7QJQ9_ANOGA AGAP007619-PA
LOCMI09622	LOCMI09622	Q16S75_AEDAE Alpha-l-fucosidase
LOCMI09623	LOCMI09623	AGAP007285-PA
LOCMI09624	LOCMI09624	B5G021_TAEGU Putative leucine rich repeat containing 59 variant 1
LOCMI09625	LOCMI09625	mitochondrial ornithine transporter
LOCMI09627	LOCMI09627	PREDICTED: low-density lipoprotein receptor-related protein 6-like
LOCMI09628	LOCMI09628	PREDICTED: chitobiosyldiphosphodolichol beta-mannosyltransferase-like
LOCMI09632	LOCMI09632	Q16UJ0_AEDAE Wd-repeat protein
LOCMI09634	LOCMI09634	class A rhodopsin-like G-protein coupled receptor GPRoar4, putative
LOCMI09636	LOCMI09636	B0WRL8_CULQU Paraflagellar rod protein
LOCMI09637	LOCMI09637	Q56FD3_LYSTE Ribosomal protein L13a
LOCMI09638	LOCMI09638	Transcription factor AP-1
LOCMI09639	LOCMI09639	PREDICTED: peptidylprolyl isomerase domain and WD repeat-containing protein 1 isoform 1
LOCMI09640	LOCMI09640	PREDICTED: proteasome subunit beta type-2-like
LOCMI09643	LOCMI09643	Q172S4_AEDAE Acetyl-coa synthetase
LOCMI09648	LOCMI09648	PREDICTED: facilitated trehalose transporter Tret1-like
LOCMI09649	LOCMI09649	PREDICTED: similar to GA10531-PA
LOCMI09650	LOCMI09650	PREDICTED: uncharacterized glycosyltransferase AER61-like
LOCMI09651	LOCMI09651	Q176D1_AEDAE Putative uncharacterized protein
LOCMI09654	LOCMI09654	A7SNL4_NEMVE Predicted protein
LOCMI09656	LOCMI09656	Protein BTG2
LOCMI09658	LOCMI09658	PREDICTED: zinc finger Ran-binding domain-containing protein 2-like
LOCMI09659	LOCMI09659	B0G0U7_MONAT Beta1-tubulin
LOCMI09660	LOCMI09660	PREDICTED: tubulin beta-1 chain
LOCMI09661	LOCMI09661	PREDICTED: transcription initiation protein SPT3 homolog isoform 1
LOCMI09666	LOCMI09666	leucine-rich repeat protein, putative
LOCMI09667	LOCMI09667	PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like isoform 1
LOCMI09669	LOCMI09669	Ubiquitin
LOCMI09670	LOCMI09670	A0NBK0_ANOGA AGAP007103-PA
LOCMI09671	LOCMI09671	C3NIT9_SULIN Ankyrin
LOCMI09673	LOCMI09673	G patch domain-containing protein 1-like protein
LOCMI09674	LOCMI09674	PREDICTED: similar to ribosomal protein L37e
LOCMI09676	LOCMI09676	PREDICTED: GTP-binding protein ypt7-like
LOCMI09677	LOCMI09677	AGAP009094-PA
LOCMI09681	LOCMI09681	PREDICTED: anaphase-promoting complex subunit 7-like
LOCMI09683	LOCMI09683	class C metabotropic glutamate-like G-protein coupled receptor GPRgbb2, putative
LOCMI09685	LOCMI09685	Proline-serine-threonine phosphatase-interacting protein, putative
LOCMI09690	LOCMI09690	Dystrophin
LOCMI09691	LOCMI09691	PREDICTED: multidrug resistance protein homolog 49-like
LOCMI09695	LOCMI09695	PREDICTED: prominin-like protein-like isoform 3
LOCMI09696	LOCMI09696	PREDICTED: prominin-like protein-like
LOCMI09697	LOCMI09697	PREDICTED: galactose-1-phosphate uridylyltransferase-like
LOCMI09698	LOCMI09698	EH domain-containing protein 1
LOCMI09699	LOCMI09699	peroxisomal biogenesis factor 3
LOCMI09700	LOCMI09700	High affinity copper uptake protein 1
LOCMI09701	LOCMI09701	60 kDa SS-A/Ro ribonucleoprotein, putative
LOCMI09702	LOCMI09702	PREDICTED: mediator of RNA polymerase II transcription subunit 15-like
LOCMI09703	LOCMI09703	PREDICTED: FAD-dependent oxidoreductase domain-containing protein 1-like
LOCMI09706	LOCMI09706	A7S2V3_NEMVE Predicted protein
LOCMI09708	LOCMI09708	PREDICTED: cell division cycle protein 27 homolog
LOCMI09709	LOCMI09709	B4LNB2_DROVI GJ20510
LOCMI09710	LOCMI09710	PREDICTED: eukaryotic translation initiation factor 3 subunit E-like
LOCMI09712	LOCMI09712	PREDICTED: similar to oxidoreductase
LOCMI09715	LOCMI09715	Q28GY1_XENTR Novel protein containing short chain dehydrogenase domain
LOCMI09716	LOCMI09716	ankyrin repeat protein
LOCMI09721	LOCMI09721	B0XBQ7_CULQU FixR
LOCMI09722	LOCMI09722	B4NKH0_DROWI GK12769
LOCMI09723	LOCMI09723	PREDICTED: calcitonin receptor-like isoform 1
LOCMI09724	LOCMI09724	beta1-tubulin
LOCMI09726	LOCMI09726	Q17CZ9_AEDAE Phosphatidylinositol 4-kinase type-ii
LOCMI09727	LOCMI09727	B4LYB1_DROVI GJ23366
LOCMI09728	LOCMI09728	PREDICTED: 26S proteasome non-ATPase regulatory subunit 6-like
LOCMI09729	LOCMI09729	PREDICTED: beta-1,3-galactosyltransferase 1-like isoform 1
LOCMI09731	LOCMI09731	S20e ribosomal protein
LOCMI09732	LOCMI09732	PREDICTED: thymidine kinase, cytosolic-like
LOCMI09734	LOCMI09734	PREDICTED: similar to LOC398543 protein
LOCMI09735	LOCMI09735	PREDICTED: glia maturation factor beta-like
LOCMI09737	LOCMI09737	cornichon
LOCMI09739	LOCMI09739	A7E2L5_DANRE Si:ch211-200o3.2 protein (Fragment)
LOCMI09740	LOCMI09740	putative 40S ribosomal protein S6
LOCMI09742	LOCMI09742	B0XL42_CULQU OTU domain-containing protein 7A
LOCMI09744	LOCMI09744	lipase 3
LOCMI09745	LOCMI09745	GL12416
LOCMI09746	LOCMI09746	synaptophysin, putative
LOCMI09749	LOCMI09749	zinc finger protein CCCH domain-containing protein, putative
LOCMI09750	LOCMI09750	C3ZFQ8_BRAFL Putative uncharacterized protein
LOCMI09752	LOCMI09752	C3Z4H2_BRAFL Putative uncharacterized protein (Fragment)
LOCMI09753	LOCMI09753	UPF0439 protein C9orf30-like protein
LOCMI09754	LOCMI09754	Q16P51_AEDAE Integral membrane protein, Tmp21-I (P23), putative
LOCMI09755	LOCMI09755	60S ribosome subunit biogenesis protein NIP7-like protein
LOCMI09756	LOCMI09756	PREDICTED: 60S ribosomal protein L30-like
LOCMI09760	LOCMI09760	Ubiquitin carboxyl-terminal hydrolase 7
LOCMI09762	LOCMI09762	GM24965
LOCMI09764	LOCMI09764	PREDICTED: bifunctional arginine demethylase and lysyl-hydroxylase PSR
LOCMI09767	LOCMI09767	PREDICTED: carbonic anhydrase 2-like
LOCMI09768	LOCMI09768	PREDICTED: heterogeneous nuclear ribonucleoprotein A1, A2/B1 homolog
LOCMI09769	LOCMI09769	C8KIP4_BOMMO Heterochromatin protein 1beta-like protein
LOCMI09770	LOCMI09770	E9IM87_SOLIN Putative uncharacterized protein (Fragment)
LOCMI09772	LOCMI09772	PREDICTED: histidine decarboxylase-like
LOCMI09775	LOCMI09775	Q3T1H0_RAT Non-SMC condensin II complex, subunit D3
LOCMI09778	LOCMI09778	Limulus clotting factor C
LOCMI09779	LOCMI09779	60S ribosomal protein L8
LOCMI09781	LOCMI09781	Q16XH8_AEDAE Dynein heavy chain
LOCMI09783	LOCMI09783	PREDICTED: putative fatty acyl-CoA reductase CG5065-like
LOCMI09785	LOCMI09785	PREDICTED: probable uridine-cytidine kinase-like isoform 2
LOCMI09787	LOCMI09787	PREDICTED: inositol monophosphatase 1-like
LOCMI09788	LOCMI09788	Double-stranded RNA-specific editase Adar
LOCMI09790	LOCMI09790	cuticular protein analogous to peritrophins 3-E precursor
LOCMI09793	LOCMI09793	RING finger protein 145
LOCMI09795	LOCMI09795	B0XG32_CULQU Slingshot dual specificity phosphatase
LOCMI09796	LOCMI09796	PREDICTED: WD repeat-containing protein 5 homolog
LOCMI09797	LOCMI09797	B7PVX2_IXOSC Telomerase-binding protein EST1A, putative
LOCMI09799	LOCMI09799	GK11988
LOCMI09802	LOCMI09802	A9JRL3_XENTR LOC100135097 protein
LOCMI09803	LOCMI09803	C3KGN2_DROME MIP03875p
LOCMI09807	LOCMI09807	B0WEB0_CULQU Decapping protein 1
LOCMI09808	LOCMI09808	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11
LOCMI09809	LOCMI09809	Dipeptidyl peptidase 4, putative
LOCMI09818	LOCMI09818	J domain-containing protein CG6693
LOCMI09819	LOCMI09819	Q16M29_AEDAE Sugar transporter
LOCMI09822	LOCMI09822	PREDICTED: zinc finger protein 850-like
LOCMI09823	LOCMI09823	PREDICTED: intersectin-1 isoform 1
LOCMI09824	LOCMI09824	PREDICTED: protein RFT1 homolog
LOCMI09826	LOCMI09826	4-hydroxyphenylpyruvate dioxygenase
LOCMI09832	LOCMI09832	Plasma membrane calcium-transporting ATPase, putative
LOCMI09833	LOCMI09833	B4GXB0_DROPE GL21172
LOCMI09844	LOCMI09844	PREDICTED: similar to CG9119 CG9119-PA
LOCMI09847	LOCMI09847	B0WQK1_CULQU Putative uncharacterized protein
LOCMI09850	LOCMI09850	Lamino-associated polypeptide 2/emerin IPR011015; LEM-like domain
LOCMI09851	LOCMI09851	Syntaxin-18
LOCMI09855	LOCMI09855	PREDICTED: presequence protease, mitochondrial-like isoform 1
LOCMI09856	LOCMI09856	PREDICTED: LOW QUALITY PROTEIN: ubiquitin carboxyl-terminal hydrolase 35-like
LOCMI09857	LOCMI09857	PREDICTED: UPF0516 protein C12orf72 homolog
LOCMI09862	LOCMI09862	B4IYP0_DROGR GH16330
LOCMI09863	LOCMI09863	NF-kappa-B-repressing factor
LOCMI09866	LOCMI09866	PREDICTED: eukaryotic translation initiation factor 4B-like
LOCMI09868	LOCMI09868	GM22749
LOCMI09872	LOCMI09872	PREDICTED: ERI1 exoribonuclease 2-like
LOCMI09874	LOCMI09874	PREDICTED: DNA repair and recombination protein RAD54B-like
LOCMI09875	LOCMI09875	PREDICTED: ERI1 exoribonuclease 2
LOCMI09877	LOCMI09877	PREDICTED: catenin alpha-like
LOCMI09879	LOCMI09879	Glypican-3 precursor, putative
LOCMI09880	LOCMI09880	PREDICTED: SPRY domain containing 3-like
LOCMI09882	LOCMI09882	PREDICTED: CDK-activating kinase assembly factor MAT1-like isoform 2
LOCMI09883	LOCMI09883	lysosomal alpha-mannosidase (mannosidase alpha class 2b member 1)
LOCMI09884	LOCMI09884	Q178W0_AEDAE Lysosomal alpha-mannosidase (Mannosidase alpha class 2b member 1)
LOCMI09885	LOCMI09885	C1BIW3_OSMMO Phytanoyl-CoA dioxygenase, peroxisomal
LOCMI09886	LOCMI09886	B0WGA4_CULQU Putative uncharacterized protein
LOCMI09887	LOCMI09887	putative synaptic vesicular amine transporter
LOCMI09888	LOCMI09888	B3DL09_XENTR LOC100170444 protein
LOCMI09889	LOCMI09889	Ankyrin repeat domain-containing protein 13B
LOCMI09890	LOCMI09890	PREDICTED: replication factor C subunit 5-like
LOCMI09891	LOCMI09891	cytochrome oxidase biogenesis protein (oxa1 mitochondrial)
LOCMI09893	LOCMI09893	PREDICTED: cadherin-87A-like
LOCMI09894	LOCMI09894	Ankyrin
LOCMI09895	LOCMI09895	PREDICTED: similar to phd finger protein
LOCMI09896	LOCMI09896	Parcxpwfx02
LOCMI09897	LOCMI09897	Probable phosphoserine aminotransferase
LOCMI09899	LOCMI09899	C3YT93_BRAFL Putative uncharacterized protein
LOCMI09900	LOCMI09900	B2R924_HUMAN cDNA, FLJ94175
LOCMI09901	LOCMI09901	PREDICTED: translation initiation factor eIF-2B subunit alpha-like
LOCMI09902	LOCMI09902	PREDICTED: methionyl-tRNA formyltransferase, mitochondrial-like
LOCMI09904	LOCMI09904	PREDICTED: methyltransferase-like protein 5-like isoform 2
LOCMI09905	LOCMI09905	PREDICTED: solute carrier family 25, member 29-like
LOCMI09908	LOCMI09908	PREDICTED: band 7 protein AGAP004871-like isoform 2
LOCMI09912	LOCMI09912	nucleolysin TIA-1, putative
LOCMI09913	LOCMI09913	Q16I24_AEDAE Putative uncharacterized protein
LOCMI09916	LOCMI09916	putative nuclear autoantigenic sperm protein
LOCMI09918	LOCMI09918	B0WRV4_CULQU Serine/threonine-protein kinase SRPK2
LOCMI09926	LOCMI09926	B7P7X8_IXOSC Peroxidase, putative (Fragment)
LOCMI09927	LOCMI09927	B7Q885_IXOSC Putative uncharacterized protein (Fragment)
LOCMI09928	LOCMI09928	Putative sulfite oxidase
LOCMI09929	LOCMI09929	RNA recognition motif domain
LOCMI09930	LOCMI09930	dynein beta chain, ciliary, putative
LOCMI09931	LOCMI09931	JmjC domain-containing histone demethylation protein 1B, putative
LOCMI09932	LOCMI09932	BRCA1-associated protein, putative
LOCMI09934	LOCMI09934	PREDICTED: LOW QUALITY PROTEIN: DNA repair endonuclease XPF-like
LOCMI09939	LOCMI09939	B0WDZ6_CULQU Geminin
LOCMI09940	LOCMI09940	transmembrane protein, putative
LOCMI09941	LOCMI09941	B2XBK5_BOVIN Chromodomain protein Y-like protein transcript variant 1
LOCMI09943	LOCMI09943	PREDICTED: similar to AGAP005192-PA
LOCMI09944	LOCMI09944	Probable prefoldin subunit 4
LOCMI09954	LOCMI09954	matrix metalloproteinase
LOCMI09955	LOCMI09955	PREDICTED: similar to short-chain dehydrogenase
LOCMI09956	LOCMI09956	putative thioredoxin reductase isoform 2
LOCMI09958	LOCMI09958	Q7Q815_ANOGA AGAP004905-PA (Fragment)
LOCMI09959	LOCMI09959	methionine-R-sulfoxide reductase
LOCMI09960	LOCMI09960	A7SNL4_NEMVE Predicted protein
LOCMI09962	LOCMI09962	Peptidase aspartic, eukaryotic predicted IPR021109; Peptidase aspartic
LOCMI09964	LOCMI09964	zinc finger protein, putative
LOCMI09965	LOCMI09965	PREDICTED: rabenosyn-5-like
LOCMI09966	LOCMI09966	ankyrin repeat and SOCS box-containing 1
LOCMI09972	LOCMI09972	GJ19220
LOCMI09973	LOCMI09973	GF14860
LOCMI09976	LOCMI09976	PREDICTED: autophagy-related protein 13 homolog
LOCMI09977	LOCMI09977	SET and MYND domain-containing protein (SMYD), putative
LOCMI09981	LOCMI09981	PREDICTED: stress-induced-phosphoprotein 1-like
LOCMI09982	LOCMI09982	PREDICTED: exportin-1-like
LOCMI09986	LOCMI09986	PREDICTED: WD repeat-containing protein 85-like
LOCMI09988	LOCMI09988	WD repeat-containing protein 68
LOCMI09989	LOCMI09989	unnamed protein product
LOCMI09990	LOCMI09990	PREDICTED: ubiquitin carboxyl-terminal hydrolase 4-like isoform 1
LOCMI09992	LOCMI09992	PREDICTED: putative oxidoreductase GLYR1 homolog
LOCMI09995	LOCMI09995	PREDICTED: dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial-like
LOCMI09997	LOCMI09997	C3ZDP1_BRAFL Putative uncharacterized protein
LOCMI10000	LOCMI10000	PREDICTED: n-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase-like
